FID	IID	Y1
HG02380	HG02380	0
HG02382	HG02382	0
HG02383	HG02383	0
HG02384	HG02384	0
HG02385	HG02385	0
HG02386	HG02386	0
HG02389	HG02389	0
HG02390	HG02390	0
HG02391	HG02391	0
HG02392	HG02392	0
HG02394	HG02394	0
HG02395	HG02395	0
HG02396	HG02396	0
HG02397	HG02397	0
HG02398	HG02398	0
HG02399	HG02399	0
HG02401	HG02401	0
HG02402	HG02402	0
HG02406	HG02406	0
HG02407	HG02407	0
HG02408	HG02408	0
HG02409	HG02409	0
HG02410	HG02410	0
HG02419	HG02419	0
HG02420	HG02420	0
HG02425	HG02425	0
HG02427	HG02427	0
HG02429	HG02429	0
HG02433	HG02433	0
HG02439	HG02439	0
HG02442	HG02442	0
HG02445	HG02445	0
HG02449	HG02449	0
HG02450	HG02450	0
HG02451	HG02451	0
HG02455	HG02455	0
HG02461	HG02461	0
HG02462	HG02462	0
HG02463	HG02463	0
HG02464	HG02464	0
HG02465	HG02465	0
HG02466	HG02466	0
HG02470	HG02470	0
HG02471	HG02471	0
HG02476	HG02476	0
HG02477	HG02477	0
HG02479	HG02479	0
HG02481	HG02481	0
HG02484	HG02484	1
HG02485	HG02485	0
HG02489	HG02489	0
HG02490	HG02490	0
HG02491	HG02491	0
HG02492	HG02492	0
HG02493	HG02493	0
HG02494	HG02494	0
HG02495	HG02495	0
HG02496	HG02496	0
HG02497	HG02497	1
HG02501	HG02501	0
HG02502	HG02502	0
HG02505	HG02505	0
HG02508	HG02508	0
HG02511	HG02511	1
HG02512	HG02512	0
HG02513	HG02513	1
HG02514	HG02514	0
HG02521	HG02521	0
HG02522	HG02522	0
HG02523	HG02523	0
HG02524	HG02524	0
HG02525	HG02525	0
HG02526	HG02526	0
HG02536	HG02536	0
HG02537	HG02537	0
HG02541	HG02541	0
HG02545	HG02545	0
HG02546	HG02546	0
HG02549	HG02549	0
HG02554	HG02554	0
HG02555	HG02555	0
HG02557	HG02557	0
HG02558	HG02558	0
HG02561	HG02561	0
HG02562	HG02562	0
HG02563	HG02563	0
HG02568	HG02568	0
HG02569	HG02569	0
HG02570	HG02570	0
HG02571	HG02571	0
HG02572	HG02572	0
HG02573	HG02573	0
HG02574	HG02574	0
HG02575	HG02575	0
HG02577	HG02577	0
HG02580	HG02580	0
HG02582	HG02582	0
HG02583	HG02583	0
HG02584	HG02584	0
HG02585	HG02585	0
HG02586	HG02586	0
HG02587	HG02587	0
HG02588	HG02588	0
HG02589	HG02589	0
HG02590	HG02590	0
HG02594	HG02594	0
HG02595	HG02595	0
HG02596	HG02596	0
HG02597	HG02597	0
HG02600	HG02600	0
HG02601	HG02601	0
HG02602	HG02602	0
HG02603	HG02603	0
HG02604	HG02604	0
HG02605	HG02605	0
HG02610	HG02610	0
HG02611	HG02611	0
HG02612	HG02612	0
HG02613	HG02613	0
HG02614	HG02614	0
HG02615	HG02615	0
HG02620	HG02620	0
HG02621	HG02621	0
HG02622	HG02622	0
HG02623	HG02623	0
HG02624	HG02624	0
HG02625	HG02625	0
HG02628	HG02628	0
HG02629	HG02629	0
HG02630	HG02630	0
HG02634	HG02634	0
HG02635	HG02635	0
HG02636	HG02636	0
HG02642	HG02642	0
HG02643	HG02643	0
HG02644	HG02644	0
HG02645	HG02645	0
HG02646	HG02646	0
HG02647	HG02647	0
HG02648	HG02648	0
HG02649	HG02649	0
HG02650	HG02650	0
HG02651	HG02651	0
HG02652	HG02652	0
HG02653	HG02653	0
HG02654	HG02654	0
HG02655	HG02655	0
HG02656	HG02656	0
HG02657	HG02657	0
HG02658	HG02658	0
HG02659	HG02659	0
HG02660	HG02660	0
HG02661	HG02661	0
HG02662	HG02662	0
HG02666	HG02666	0
HG02667	HG02667	0
HG02668	HG02668	0
HG02675	HG02675	0
HG02676	HG02676	0
HG02677	HG02677	0
HG02678	HG02678	0
HG02679	HG02679	0
HG02680	HG02680	0
HG02681	HG02681	0
HG02682	HG02682	0
HG02683	HG02683	0
HG02684	HG02684	0
HG02685	HG02685	0
HG02686	HG02686	0
HG02687	HG02687	0
HG02688	HG02688	0
HG02689	HG02689	0
HG02690	HG02690	0
HG02691	HG02691	0
HG02692	HG02692	0
HG02694	HG02694	0
HG02696	HG02696	0
HG02697	HG02697	0
HG02698	HG02698	0
HG02699	HG02699	0
HG02700	HG02700	0
HG02701	HG02701	0
HG02702	HG02702	0
HG02703	HG02703	0
HG02704	HG02704	0
HG02715	HG02715	0
HG02716	HG02716	0
HG02717	HG02717	0
HG02721	HG02721	0
HG02722	HG02722	0
HG02723	HG02723	0
HG02724	HG02724	0
HG02725	HG02725	0
HG02726	HG02726	0
HG02727	HG02727	0
HG02728	HG02728	0
HG02729	HG02729	1
HG02731	HG02731	0
HG02733	HG02733	0
HG02734	HG02734	0
HG02735	HG02735	0
HG02736	HG02736	0
HG02737	HG02737	0
HG02738	HG02738	0
HG02772	HG02772	1
HG02810	HG02810	1
HG02813	HG02813	1
HG02861	HG02861	1
HG03016	HG03016	1
HG03021	HG03021	1
HG03134	HG03134	1
HG03160	HG03160	1
HG03248	HG03248	1
HG03301	HG03301	1
HG03344	HG03344	1
HG03428	HG03428	1
HG03578	HG03578	1
HG03584	HG03584	1
HG03605	HG03605	1
HG03626	HG03626	1
HG03727	HG03727	1
HG03777	HG03777	1
HG03801	HG03801	1
HG03807	HG03807	1
HG03927	HG03927	1
HG03931	HG03931	1
HG03945	HG03945	1
HG03950	HG03950	1
HG04001	HG04001	1
HG04018	HG04018	1
HG04158	HG04158	1
HG04176	HG04176	1
HG04217	HG04217	1
NA07346	NA07346	1
NA10831	NA10831	1
NA12843	NA12843	1
NA12875	NA12875	1
NA18485	NA18485	1
NA18497	NA18497	1
NA18596	NA18596	1
NA18620	NA18620	1
NA18646	NA18646	1
NA18745	NA18745	1
NA18940	NA18940	1
NA18991	NA18991	1
NA19060	NA19060	1
NA19063	NA19063	1
NA19154	NA19154	1
NA19215	NA19215	1
NA19350	NA19350	1
NA19446	NA19446	1
NA19471	NA19471	1
NA19756	NA19756	1
NA20289	NA20289	1
NA20535	NA20535	1
NA20769	NA20769	1
NA20805	NA20805	1
NA20852	NA20852	1
NA20853	NA20853	1
NA20854	NA20854	1
NA20905	NA20905	1
NA21110	NA21110	1
NA21133	NA21133	1
